N/A,META,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,SUMMARY,Unnamed: 7,Unnamed: 8,PLACE,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,ECONOMY,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,COMMUNITY,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71
,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,,28001000600,Adams County,Mississippi,2019,46,39,54,62,55,68,64,1.1,10.9,46,13.1,20.3,75,3.5,8.7,64,76.2,79.3,36,80,75.1,98,64.4,91.4,48,34,62,47,13,9.3,41,,,13,7.4,-36.4,87,4.2,8.5,26,50,26,74,20.3,25.5,29,27,31,10,8.8,-25,44,,,21,84.9,72.1,19,42,47.5,60,24.1,27.8,23,92.5,87.8
19.0,,28001000600,Adams County,Mississippi,2020,51,49,53,60,50,69,61,0.9,8.2,40,20.3,21.8,75,3.5,8.7,70,76.5,80.8,37,81.1,76.7,95,63.9,88,61,60,62,31,6.8,-4.9,75,,,73,7.7,47.6,81,3.7,6.4,33,50,33,72,20.8,25.4,33,38,28,10,11.5,-15.5,67,,,18,85.4,70.7,18,42,47.9,55,24.1,26,20,93.5,88.3
20.0,,28001000600,Adams County,Mississippi,2021,52,49,55,62,50,73,62,-0.6,8,38,19.6,19,75,3.5,8.7,92,77.1,87.6,41,86.1,83.7,84,63.5,80.7,62,51,72,34,5.1,-3.8,52,,,68,8,38.7,98,5.3,21.3,48,49,48,69,20.8,24.7,33,46,20,17,12.9,1,76,,,14,86.8,70,19,41.6,47.6,23,26.3,15.8,22,94.3,89.5
21.0,,28001000600,Adams County,Mississippi,2022,51,49,53,57,34,80,42,-0.7,0.3,27,24.5,7.3,75,3.5,8.7,97,76.7,90.3,54,87.8,88.7,92,63.8,85.8,56,55,56,87,-12.1,77.3,45,,,32,16.4,4.7,86,5.3,11.3,11,49,12,71,21.1,25.6,40,57,22,58,13.7,20.6,56,,,19,87,74.5,21,41.6,47.2,,26.3,,27,94.2,90.5
22.0,,28001000600,Adams County,Mississippi,2023,44,38,51,58,33,82,41,-0.9,0.2,25,42.1,20.5,75,3.5,8.7,100,76,94.2,57,89.1,90.6,96,63.9,89.4,44,31,57,24,27.3,-34.6,39,,,30,-8.7,-22.5,91,4,10.3,11,49,12,69,20.7,24.6,32,50,13,67,15.7,32.3,32,,,11,86.9,67.9,11,41.8,50.5,5,26.6,7.8,25,94.3,90.2
23.0,,28001000600,Adams County,Mississippi,2024,47,47,47,58,33,82,41,-0.9,0.2,25,42.1,20.5,75,3.5,8.7,100,76,94.2,57,89.1,90.6,96,63.9,89.4,50,53,47,86,-5,33.3,43,,,30,-8.7,-22.5,80,3.7,6.9,11,49,12,49,1.1,1.1,34,55,13,67,15.7,32.3,43,,,11,86.9,67.9,11,41.8,50.5,5,26.6,7.8,25,94.3,90.2
24.0,,28001000400,Adams County,Mississippi,2017,40,36,44,50,38,61,10,1.5,-19.1,66,-0.4,40.8,40,3.5,2.4,89,75,84.5,16,78.9,63.8,98,65.3,92.6,48,54,42,26,4.3,-6.4,65,,,70,4.8,62.5,76,4.2,6.5,3,50,3,47,20.3,19.9,22,16,28,25,3.5,0,8,,,2,84.2,40.3,4,41.7,54.2,96,24.3,57.6,8,90.2,79.3
25.0,,28001000400,Adams County,Mississippi,2018,34,24,44,49,36,62,10,1.3,-17.7,63,4.4,40.3,40,3.5,2.4,91,75.7,85.6,16,78.9,63.8,100,64.9,96.3,34,25,42,26,4.3,-6.4,37,,,11,0.8,-26.9,76,4.2,6.5,3,50,3,47,20.3,19.9,19,10,28,5,5.7,-10.2,16,,,2,84.5,41.1,7,41.9,51.9,98,24.2,66,7,91.3,80.3
26.0,,28001000400,Adams County,Mississippi,2019,38,31,44,47,32,62,13,1.1,-9.6,51,13.1,29.6,40,3.5,2.4,96,76.2,88.6,14,80,63.5,100,64.4,97.1,39,36,42,29,13,4.5,18,,,60,7.4,26.3,76,4.2,6.5,2,50,2,47,20.3,19.9,26,25,28,4,8.8,-9.4,46,,,2,84.9,42.8,4,42,54,98,24.1,65.5,6,92.5,81.5
27.0,,28001000400,Adams County,Mississippi,2020,36,28,44,40,17,62,28,0.9,-2.7,6,20.3,-33.2,40,3.5,2.4,96,76.5,88.6,13,81.1,64.6,100,63.9,97.9,40,36,45,27,6.8,-2.2,63,,,19,7.7,-8.3,92,3.7,8.9,1,50,1,41,20.8,19.1,29,32,26,3,11.5,-10.4,62,,,2,85.4,43,3,42,55.5,95,24.1,54.5,3,93.5,79.4
